node_id,in_degree,out_degree,directed_total_degree,undirected_degree
14625,8,8,16,8
14631,5,5,10,5
14637,20,20,40,20
14646,7,7,14,7
14686,5,5,10,5
14694,12,12,24,12
14709,12,12,24,12
14713,10,10,20,10
14716,12,12,24,12
14717,10,10,20,10
14741,8,8,16,8
14750,17,17,34,17
14798,13,13,26,13
14800,7,7,14,7
14818,8,8,16,8
14821,31,31,62,31
14822,34,34,68,34
14823,15,15,30,15
14827,4,4,8,4
14829,28,28,56,28
14831,27,27,54,27
14832,26,26,52,26
14833,30,30,60,30
14834,18,18,36,18
14835,101,101,202,101
14836,38,38,76,38
14837,12,12,24,12
14838,67,67,134,67
14839,24,24,48,24
14840,99,99,198,99
14841,66,66,132,66
14846,12,12,24,12
14847,12,12,24,12
14862,15,15,30,15
14863,18,18,36,18
14868,13,13,26,13
14870,16,16,32,16
14871,13,13,26,13
14876,7,7,14,7
14880,8,8,16,8
14882,8,8,16,8
14886,3,3,6,3
14893,1,1,2,1
14896,8,8,16,8
14907,7,7,14,7
14913,14,14,28,14
14919,13,13,26,13
14942,8,8,16,8
14951,4,4,8,4
14974,2,2,4,2
14975,5,5,10,5
14977,8,8,16,8
15027,3,3,6,3
15059,1,1,2,1
15112,8,8,16,8
15120,5,5,10,5
15121,4,4,8,4
15138,9,9,18,9
15139,11,11,22,11
15141,11,11,22,11
15144,11,11,22,11
15146,11,11,22,11
15164,8,8,16,8
15165,18,18,36,18
15166,11,11,22,11
15167,13,13,26,13
15168,9,9,18,9
15173,11,11,22,11
15174,10,10,20,10
15179,19,19,38,19
15187,7,7,14,7
15188,10,10,20,10
15194,9,9,18,9
15195,7,7,14,7
15198,15,15,30,15
15201,12,12,24,12
15208,9,9,18,9
15214,12,12,24,12
15220,8,8,16,8
15221,7,7,14,7
15231,5,5,10,5
15234,8,8,16,8
15247,14,14,28,14
15248,11,11,22,11
15252,9,9,18,9
15260,3,3,6,3
15261,8,8,16,8
15264,3,3,6,3
15271,10,10,20,10
15275,17,17,34,17
15280,6,6,12,6
15281,6,6,12,6
15282,7,7,14,7
15293,12,12,24,12
15297,17,17,34,17
15323,9,9,18,9
15331,7,7,14,7
15366,8,8,16,8
15383,8,8,16,8
15386,5,5,10,5
15395,38,38,76,38
15417,8,8,16,8
15433,61,61,122,61
15465,3,3,6,3
15476,11,11,22,11
15512,9,9,18,9
15513,6,6,12,6
15522,4,4,8,4
15523,4,4,8,4
15531,13,13,26,13
15535,11,11,22,11
15565,14,14,28,14
15566,16,16,32,16
15593,39,39,78,39
15607,8,8,16,8
15608,15,15,30,15
15629,12,12,24,12
15666,9,9,18,9
15693,8,8,16,8
15694,6,6,12,6
15703,8,8,16,8
15705,16,16,32,16
15750,6,6,12,6
15792,37,37,74,37
15912,8,8,16,8
15913,31,31,62,31
15915,9,9,18,9
15921,29,29,58,29
15923,7,7,14,7
15942,10,10,20,10
15943,9,9,18,9
15944,12,12,24,12
15953,8,8,16,8
15960,14,14,28,14
15969,5,5,10,5
15981,20,20,40,20
15990,9,9,18,9
15997,9,9,18,9
16012,11,11,22,11
16013,16,16,32,16
16017,2,2,4,2
16021,15,15,30,15
16025,9,9,18,9
16031,1,1,2,1
16072,8,8,16,8
16080,12,12,24,12
16082,8,8,16,8
16085,18,18,36,18
16086,12,12,24,12
16094,8,8,16,8
16098,4,4,8,4
16101,13,13,26,13
16102,11,11,22,11
16103,15,15,30,15
16104,6,6,12,6
16105,16,16,32,16
16141,13,13,26,13
16151,16,16,32,16
16181,10,10,20,10
16191,16,16,32,16
16192,11,11,22,11
16198,30,30,60,30
16201,17,17,34,17
16202,16,16,32,16
16203,7,7,14,7
16204,11,11,22,11
16207,12,12,24,12
16210,9,9,18,9
16216,6,6,12,6
16222,6,6,12,6
16228,9,9,18,9
16236,9,9,18,9
16242,8,8,16,8
16255,6,6,12,6
16288,1,1,2,1
16295,9,9,18,9
16317,8,8,16,8
16318,11,11,22,11
16319,8,8,16,8
16378,18,18,36,18
16386,13,13,26,13
16393,7,7,14,7
16394,12,12,24,12
16402,24,24,48,24
16403,23,23,46,23
16408,10,10,20,10
16412,7,7,14,7
16416,12,12,24,12
16429,9,9,18,9
16437,16,16,32,16
16441,18,18,36,18
16443,27,27,54,27
16449,14,14,28,14
16450,19,19,38,19
16459,30,30,60,30
16461,7,7,14,7
16465,5,5,10,5
16472,10,10,20,10
16478,15,15,30,15
16479,10,10,20,10
16480,12,12,24,12
16481,20,20,40,20
16489,9,9,18,9
16494,10,10,20,10
16496,5,5,10,5
16498,7,7,14,7
16503,13,13,26,13
16527,10,10,20,10
16550,10,10,20,10
16609,12,12,24,12
16615,11,11,22,11
16616,17,17,34,17
16618,9,9,18,9
16620,6,6,12,6
16621,13,13,26,13
16622,10,10,20,10
16625,3,3,6,3
16630,12,12,24,12
16631,15,15,30,15
16635,12,12,24,12
16640,13,13,26,13
16641,7,7,14,7
16642,12,12,24,12
16643,11,11,22,11
16646,11,11,22,11
16656,8,8,16,8
16659,9,9,18,9
16660,12,12,24,12
16674,11,11,22,11
16678,8,8,16,8
16680,10,10,20,10
16692,9,9,18,9
16699,11,11,22,11
16700,9,9,18,9
16710,16,16,32,16
16713,12,12,24,12
16715,20,20,40,20
16717,12,12,24,12
16718,24,24,48,24
16720,14,14,28,14
16721,17,17,34,17
16722,9,9,18,9
16725,11,11,22,11
16726,15,15,30,15
16727,29,29,58,29
16728,12,12,24,12
16729,10,10,20,10
16730,19,19,38,19
16735,6,6,12,6
16737,5,5,10,5
16738,15,15,30,15
16748,21,21,42,21
16749,12,12,24,12
16750,12,12,24,12
16752,10,10,20,10
16753,20,20,40,20
16754,18,18,36,18
16756,10,10,20,10
16757,11,11,22,11
16759,12,12,24,12
16761,11,11,22,11
16763,6,6,12,6
16764,6,6,12,6
16765,6,6,12,6
16766,6,6,12,6
16772,11,11,22,11
16773,12,12,24,12
16776,14,14,28,14
16777,14,14,28,14
16781,13,13,26,13
16782,15,15,30,15
16788,9,9,18,9
16797,19,19,38,19
16804,9,9,18,9
16812,12,12,24,12
16822,6,6,12,6
16844,7,7,14,7
16846,6,6,12,6
16850,7,7,14,7
16860,6,6,12,6
16867,12,12,24,12
16887,7,7,14,7
16901,7,7,14,7
16929,8,8,16,8
16978,17,17,34,17
16983,14,14,28,14
16984,10,10,20,10
16987,1,1,2,1
17005,7,7,14,7
17006,9,9,18,9
17014,9,9,18,9
17020,14,14,28,14
17037,12,12,24,12
17046,6,6,12,6
17063,12,12,24,12
17072,11,11,22,11
17085,12,12,24,12
17098,22,22,44,22
17100,4,4,8,4
17110,14,14,28,14
17111,24,24,48,24
17112,16,16,32,16
17113,15,15,30,15
17114,21,21,42,21
17115,9,9,18,9
17116,11,11,22,11
17117,21,21,42,21
17120,18,18,36,18
17128,6,6,12,6
17132,11,11,22,11
17134,11,11,22,11
17137,8,8,16,8
17143,20,20,40,20
17146,8,8,16,8
17149,8,8,16,8
17153,6,6,12,6
17160,10,10,20,10
17164,10,10,20,10
17166,9,9,18,9
17167,15,15,30,15
17181,1,1,2,1
17186,6,6,12,6
17187,8,8,16,8
17232,16,16,32,16
17240,12,12,24,12
17244,8,8,16,8
17256,10,10,20,10
17258,11,11,22,11
17261,10,10,20,10
17268,13,13,26,13
17270,8,8,16,8
17275,24,24,48,24
17278,18,18,36,18
17283,12,12,24,12
17284,10,10,20,10
17289,13,13,26,13
17290,12,12,24,12
17293,7,7,14,7
17294,8,8,16,8
17300,11,11,22,11
17336,6,6,12,6
17374,11,11,22,11
17380,5,5,10,5
17384,10,10,20,10
17421,3,3,6,3
17442,12,12,24,12
17464,9,9,18,9
17488,10,10,20,10
17498,10,10,20,10
17500,10,10,20,10
17501,9,9,18,9
17507,10,10,20,10
17541,6,6,12,6
17548,13,13,26,13
17565,8,8,16,8
17604,9,9,18,9
17670,10,10,20,10
17690,8,8,16,8
17706,6,6,12,6
17712,8,8,16,8
17748,17,17,34,17
17816,9,9,18,9
17817,14,14,28,14
17818,8,8,16,8
17819,10,10,20,10
17824,9,9,18,9
17857,9,9,18,9
17893,12,12,24,12
17920,13,13,26,13
17921,13,13,26,13
17922,13,13,26,13
17925,2,2,4,2
17940,9,9,18,9
17941,9,9,18,9
17942,9,9,18,9
17943,11,11,22,11
17968,11,11,22,11
17975,8,8,16,8
17985,13,13,26,13
17993,4,4,8,4
17995,9,9,18,9
18000,12,12,24,12
18009,5,5,10,5
18018,8,8,16,8
18029,8,8,16,8
18067,3,3,6,3
18071,8,8,16,8
18115,18,18,36,18
18123,9,9,18,9
18152,11,11,22,11
18265,7,7,14,7
18283,8,8,16,8
18293,7,7,14,7
18310,3,3,6,3
18406,8,8,16,8
18567,9,9,18,9
18581,7,7,14,7
18590,5,5,10,5
18593,17,17,34,17
18600,2,2,4,2
18601,11,11,22,11
18602,14,14,28,14
18603,20,20,40,20
18610,10,10,20,10
18612,9,9,18,9
18617,3,3,6,3
18619,8,8,16,8
18620,9,9,18,9
18637,14,14,28,14
18638,10,10,20,10
18654,27,27,54,27
18656,70,70,140,70
18657,19,19,38,19
18659,27,27,54,27
18694,10,10,20,10
18697,21,21,42,21
18704,12,12,24,12
18709,8,8,16,8
18710,4,4,8,4
18713,15,15,30,15
18714,9,9,18,9
18717,8,8,16,8
18719,12,12,24,12
18720,10,10,20,10
18721,7,7,14,7
18722,3,3,6,3
18725,10,10,20,10
18743,55,55,110,55
18745,15,15,30,15
18746,35,35,70,35
18748,50,50,100,50
18752,13,13,26,13
18753,9,9,18,9
18757,15,15,30,15
18758,12,12,24,12
18759,26,26,52,26
18764,6,6,12,6
18768,50,50,100,50
18773,1,1,2,1
18778,11,11,22,11
18797,5,5,10,5
18809,6,6,12,6
18815,5,5,10,5
18826,1,1,2,1
18834,7,7,14,7
18835,5,5,10,5
18856,6,6,12,6
18880,41,41,82,41
18922,25,25,50,25
18924,19,19,38,19
18925,11,11,22,11
18930,26,26,52,26
18940,25,25,50,25
18959,7,7,14,7
18972,11,11,22,11
18982,10,10,20,10
18989,6,6,12,6
18991,6,6,12,6
18997,9,9,18,9
18998,5,5,10,5
18999,5,5,10,5
19002,5,5,10,5
19003,5,5,10,5
19007,7,7,14,7
19016,7,7,14,7
19017,13,13,26,13
19018,22,22,44,22
19026,10,10,20,10
19057,12,12,24,12
19112,6,6,12,6
19114,4,4,8,4
19125,4,4,8,4
19126,4,4,8,4
19128,17,17,34,17
19149,3,3,6,3
19186,26,26,52,26
19187,37,37,74,37
19188,29,29,58,29
19193,12,12,24,12
19194,8,8,16,8
19195,11,11,22,11
19196,15,15,30,15
19197,15,15,30,15
19198,11,11,22,11
19200,10,10,20,10
19201,12,12,24,12
19205,10,10,20,10
19213,13,13,26,13
19214,17,17,34,17
19216,18,18,36,18
19217,15,15,30,15
19219,16,16,32,16
19244,8,8,16,8
19249,26,26,52,26
19258,17,17,34,17
19259,16,16,32,16
19260,11,11,22,11
19261,16,16,32,16
19266,10,10,20,10
19278,8,8,16,8
19283,15,15,30,15
19284,12,12,24,12
19290,16,16,32,16
19300,10,10,20,10
19310,12,12,24,12
19312,9,9,18,9
19410,7,7,14,7
19466,3,3,6,3
19467,10,10,20,10
19470,6,6,12,6
19475,3,3,6,3
19525,1,1,2,1
19535,8,8,16,8
19575,4,4,8,4
19581,11,11,22,11
19591,9,9,18,9
19685,14,14,28,14
19698,10,10,20,10
19708,11,11,22,11
19709,9,9,18,9
19710,8,8,16,8
19711,8,8,16,8
19712,12,12,24,12
19715,6,6,12,6
19717,9,9,18,9
19719,5,5,10,5
19720,4,4,8,4
19721,4,4,8,4
19727,9,9,18,9
19733,7,7,14,7
19751,1,1,2,1
19764,9,9,18,9
19765,10,10,20,10
19815,4,4,8,4
19821,13,13,26,13
19823,2,2,4,2
19826,9,9,18,9
19840,3,3,6,3
19872,1,1,2,1
19876,3,3,6,3
19912,1,1,2,1
19962,3,3,6,3
19987,13,13,26,13
20051,2,2,4,2
20157,4,4,8,4
20183,4,4,8,4
20205,6,6,12,6
20206,17,17,34,17
20207,15,15,30,15
20208,26,26,52,26
20217,10,10,20,10
20218,9,9,18,9
20220,2,2,4,2
20221,14,14,28,14
20222,11,11,22,11
20223,9,9,18,9
20230,11,11,22,11
20231,5,5,10,5
20232,18,18,36,18
20237,15,15,30,15
20238,16,16,32,16
20244,8,8,16,8
20250,7,7,14,7
20255,11,11,22,11
20257,11,11,22,11
20268,12,12,24,12
20277,4,4,8,4
20285,16,16,32,16
20288,11,11,22,11
20290,19,19,38,19
20297,26,26,52,26
20298,9,9,18,9
20318,19,19,38,19
20327,11,11,22,11
20336,46,46,92,46
20346,12,12,24,12
20353,14,14,28,14
20356,8,8,16,8
20361,16,16,32,16
20372,8,8,16,8
20378,5,5,10,5
20579,2,2,4,2
20608,42,42,84,42
20609,44,44,88,44
20610,25,25,50,25
20611,31,31,62,31
20612,11,11,22,11
20613,10,10,20,10
20614,20,20,40,20
20615,11,11,22,11
20616,51,51,102,51
20617,48,48,96,48
20618,48,48,96,48
20619,17,17,34,17
20620,57,57,114,57
20621,21,21,42,21
20623,13,13,26,13
20624,21,21,42,21
20625,36,36,72,36
20626,29,29,58,29
20627,24,24,48,24
20628,16,16,32,16
20629,12,12,24,12
20632,7,7,14,7
20633,5,5,10,5
20634,5,5,10,5
20643,8,8,16,8
20654,3,3,6,3
20659,4,4,8,4
20661,4,4,8,4
20669,4,4,8,4
20752,14,14,28,14
20755,11,11,22,11
20762,9,9,18,9
20764,2,2,4,2
20805,10,10,20,10
20812,10,10,20,10
20820,3,3,6,3
20821,5,5,10,5
20853,12,12,24,12
20918,5,5,10,5
20931,11,11,22,11
20932,8,8,16,8
20935,13,13,26,13
20936,10,10,20,10
20937,9,9,18,9
20938,8,8,16,8
20939,11,11,22,11
20940,8,8,16,8
20942,12,12,24,12
20943,8,8,16,8
20945,11,11,22,11
20957,8,8,16,8
20958,8,8,16,8
20967,10,10,20,10
20990,7,7,14,7
21092,4,4,8,4
21101,22,22,44,22
21103,10,10,20,10
21117,3,3,6,3
21119,2,2,4,2
21121,2,2,4,2
21241,5,5,10,5
21253,6,6,12,6
21255,7,7,14,7
21319,3,3,6,3
21336,8,8,16,8
21346,8,8,16,8
21347,5,5,10,5
21394,7,7,14,7
21397,62,62,124,62
21398,37,37,74,37
21399,15,15,30,15
21401,61,61,122,61
21402,16,16,32,16
21403,33,33,66,33
21404,38,38,76,38
21405,12,12,24,12
21406,25,25,50,25
21407,25,25,50,25
21408,20,20,40,20
21409,25,25,50,25
21411,16,16,32,16
21412,18,18,36,18
21413,22,22,44,22
21415,35,35,70,35
21420,30,30,60,30
21422,10,10,20,10
21423,37,37,74,37
21424,13,13,26,13
21425,34,34,68,34
21426,21,21,42,21
21431,23,23,46,23
21432,39,39,78,39
21464,8,8,16,8
21472,9,9,18,9
21488,38,38,76,38
21497,16,16,32,16
21506,9,9,18,9
21528,10,10,20,10
21534,7,7,14,7
21544,18,18,36,18
21545,16,16,32,16
21550,9,9,18,9
21580,15,15,30,15
21581,8,8,16,8
21582,7,7,14,7
21620,4,4,8,4
21659,8,8,16,8
21801,4,4,8,4
21854,7,7,14,7
21971,11,11,22,11
22013,20,20,40,20
22014,16,16,32,16
22016,11,11,22,11
22021,6,6,12,6
22024,15,15,30,15
22025,5,5,10,5
22028,17,17,34,17
22030,9,9,18,9
22031,12,12,24,12
22032,12,12,24,12
22034,6,6,12,6
22035,11,11,22,11
22036,9,9,18,9
22037,5,5,10,5
22047,8,8,16,8
22048,7,7,14,7
22052,12,12,24,12
22063,8,8,16,8
22067,8,8,16,8
22076,9,9,18,9
22085,4,4,8,4
22093,16,16,32,16
22101,6,6,12,6
22114,6,6,12,6
22115,6,6,12,6
22117,12,12,24,12
22118,17,17,34,17
22147,8,8,16,8
22176,58,58,116,58
22178,40,40,80,40
22181,19,19,38,19
22207,23,23,46,23
22212,11,11,22,11
22223,3,3,6,3
22226,7,7,14,7
22227,9,9,18,9
22230,10,10,20,10
22238,14,14,28,14
22243,6,6,12,6
22253,10,10,20,10
22299,13,13,26,13
22300,13,13,26,13
22317,8,8,16,8
22319,13,13,26,13
22321,5,5,10,5
22324,15,15,30,15
22359,12,12,24,12
22385,9,9,18,9
22398,13,13,26,13
22403,7,7,14,7
22407,6,6,12,6
22413,7,7,14,7
22414,10,10,20,10
22422,14,14,28,14
22423,13,13,26,13
22429,5,5,10,5
22440,16,16,32,16
22446,20,20,40,20
22463,51,51,102,51
22468,10,10,20,10
22525,6,6,12,6
22529,16,16,32,16
22541,11,11,22,11
22547,14,14,28,14
22557,30,30,60,30
22565,38,38,76,38
22566,27,27,54,27
22567,16,16,32,16
22569,17,17,34,17
22573,9,9,18,9
22587,8,8,16,8
22598,14,14,28,14
22599,15,15,30,15
22649,13,13,26,13
22658,5,5,10,5
22659,6,6,12,6
22663,8,8,16,8
22668,13,13,26,13
22670,11,11,22,11
22676,11,11,22,11
22721,12,12,24,12
22738,3,3,6,3
22743,3,3,6,3
22751,6,6,12,6
22777,7,7,14,7
22856,7,7,14,7
22857,7,7,14,7
22858,7,7,14,7
22896,7,7,14,7
22908,9,9,18,9
22911,29,29,58,29
22912,16,16,32,16
22913,13,13,26,13
22914,38,38,76,38
22915,11,11,22,11
22916,33,33,66,33
22975,6,6,12,6
23014,9,9,18,9
23020,10,10,20,10
23021,23,23,46,23
23022,10,10,20,10
23023,43,43,86,43
23025,40,40,80,40
23026,26,26,52,26
23034,14,14,28,14
23036,13,13,26,13
23043,7,7,14,7
23069,17,17,34,17
23073,32,32,64,32
23076,40,40,80,40
23082,39,39,78,39
23096,13,13,26,13
23101,7,7,14,7
23105,7,7,14,7
23125,12,12,24,12
23139,42,42,84,42
23144,7,7,14,7
23164,8,8,16,8
23197,7,7,14,7
23262,9,9,18,9
23283,8,8,16,8
23288,9,9,18,9
23317,5,5,10,5
23325,7,7,14,7
23336,11,11,22,11
23345,30,30,60,30
23346,15,15,30,15
23347,15,15,30,15
23351,37,37,74,37
23352,21,21,42,21
23353,16,16,32,16
23354,18,18,36,18
23355,34,34,68,34
23356,30,30,60,30
23357,8,8,16,8
23361,11,11,22,11
23362,5,5,10,5
23364,70,70,140,70
23365,34,34,68,34
23366,18,18,36,18
23368,16,16,32,16
23369,10,10,20,10
23370,13,13,26,13
23371,19,19,38,19
23372,12,12,24,12
23373,27,27,54,27
23374,19,19,38,19
23375,10,10,20,10
23377,20,20,40,20
23379,10,10,20,10
23383,22,22,44,22
23387,38,38,76,38
23392,7,7,14,7
23393,16,16,32,16
23395,7,7,14,7
23402,9,9,18,9
23403,20,20,40,20
23410,13,13,26,13
23413,23,23,46,23
23421,21,21,42,21
23432,26,26,52,26
23435,16,16,32,16
23443,19,19,38,19
23445,6,6,12,6
23451,16,16,32,16
23456,19,19,38,19
23458,7,7,14,7
23465,5,5,10,5
23475,5,5,10,5
23478,15,15,30,15
23479,8,8,16,8
23483,4,4,8,4
23495,13,13,26,13
23517,6,6,12,6
23518,4,4,8,4
23585,24,24,48,24
23591,10,10,20,10
23606,14,14,28,14
23608,10,10,20,10
23609,9,9,18,9
23612,7,7,14,7
23616,11,11,22,11
23618,11,11,22,11
23639,24,24,48,24
23643,13,13,26,13
23648,1,1,2,1
23666,7,7,14,7
23670,10,10,20,10
23676,5,5,10,5
23690,7,7,14,7
23696,14,14,28,14
23706,8,8,16,8
23722,3,3,6,3
23751,11,11,22,11
23808,2,2,4,2
23840,5,5,10,5
23873,4,4,8,4
23946,2,2,4,2
23960,5,5,10,5
24025,1,1,2,1
24059,3,3,6,3
24159,2,2,4,2
24164,4,4,8,4
24182,15,15,30,15
24221,5,5,10,5
24426,5,5,10,5
24427,4,4,8,4
24464,2,2,4,2
24475,5,5,10,5
24492,6,6,12,6
24519,7,7,14,7
24526,5,5,10,5
24595,5,5,10,5
24641,4,4,8,4
24650,7,7,14,7
24684,19,19,38,19
24685,11,11,22,11
24688,5,5,10,5
24691,6,6,12,6
24693,8,8,16,8
24695,14,14,28,14
24743,18,18,36,18
24751,15,15,30,15
24753,10,10,20,10
24776,6,6,12,6
24780,2,2,4,2
24810,4,4,8,4
24811,12,12,24,12
24812,4,4,8,4
24819,7,7,14,7
24824,8,8,16,8
24832,4,4,8,4
24845,9,9,18,9
24854,8,8,16,8
24890,2,2,4,2
24966,12,12,24,12
24982,2,2,4,2
25061,6,6,12,6
25071,11,11,22,11
25077,20,20,40,20
25089,2,2,4,2
25124,6,6,12,6
25158,3,3,6,3
25163,3,3,6,3
25164,3,3,6,3
25302,6,6,12,6
25321,13,13,26,13
25323,25,25,50,25
25324,9,9,18,9
25325,15,15,30,15
25326,12,12,24,12
25466,3,3,6,3
25471,3,3,6,3
25472,3,3,6,3
25488,2,2,4,2
25504,1,1,2,1
25585,9,9,18,9
25586,9,9,18,9
25587,8,8,16,8
25602,7,7,14,7
25603,7,7,14,7
25658,6,6,12,6
25761,1,1,2,1
25791,11,11,22,11
25792,13,13,26,13
25793,7,7,14,7
25794,9,9,18,9
25803,11,11,22,11
25804,10,10,20,10
25846,2,2,4,2
25864,10,10,20,10
25869,4,4,8,4
25873,5,5,10,5
25933,11,11,22,11
25997,2,2,4,2
26000,2,2,4,2
26007,19,19,38,19
26010,9,9,18,9
26011,16,16,32,16
26012,8,8,16,8
26013,7,7,14,7
26015,11,11,22,11
26017,9,9,18,9
26021,17,17,34,17
26030,10,10,20,10
26031,10,10,20,10
26034,7,7,14,7
26036,8,8,16,8
26040,12,12,24,12
26048,13,13,26,13
26049,9,9,18,9
26054,9,9,18,9
26065,8,8,16,8
26072,11,11,22,11
26090,1,1,2,1
26141,4,4,8,4
26142,2,2,4,2
26161,5,5,10,5
26162,5,5,10,5
26163,4,4,8,4
26214,6,6,12,6
26217,3,3,6,3
26242,2,2,4,2
26321,18,18,36,18
26323,9,9,18,9
26325,8,8,16,8
26326,11,11,22,11
26329,10,10,20,10
26332,7,7,14,7
26339,5,5,10,5
26340,5,5,10,5
26342,13,13,26,13
26356,5,5,10,5
26358,6,6,12,6
26384,12,12,24,12
26388,13,13,26,13
26391,16,16,32,16
26392,12,12,24,12
26395,12,12,24,12
26396,7,7,14,7
26435,16,16,32,16
26454,8,8,16,8
26498,15,15,30,15
26499,10,10,20,10
26500,10,10,20,10
26502,13,13,26,13
26526,5,5,10,5
26529,7,7,14,7
26572,6,6,12,6
26576,24,24,48,24
26583,7,7,14,7
26584,19,19,38,19
26609,6,6,12,6
26611,6,6,12,6
26612,6,6,12,6
26637,6,6,12,6
26672,7,7,14,7
26677,9,9,18,9
26699,1,1,2,1
26709,5,5,10,5
26713,7,7,14,7
26737,11,11,22,11
26803,10,10,20,10
26811,5,5,10,5
26812,4,4,8,4
26817,14,14,28,14
26822,7,7,14,7
26832,11,11,22,11
26849,5,5,10,5
26851,10,10,20,10
26854,18,18,36,18
26856,7,7,14,7
26863,8,8,16,8
26866,9,9,18,9
26883,1,1,2,1
26897,10,10,20,10
26911,7,7,14,7
26990,1,1,2,1
27010,12,12,24,12
27067,1,1,2,1
27072,12,12,24,12
27090,6,6,12,6
27225,5,5,10,5
27313,8,8,16,8
27351,8,8,16,8
27369,1,1,2,1
27475,18,18,36,18
27563,8,8,16,8
27721,9,9,18,9
27728,9,9,18,9
27742,8,8,16,8
27743,8,8,16,8
27745,8,8,16,8
27753,7,7,14,7
27758,7,7,14,7
27781,8,8,16,8
27789,5,5,10,5
27791,12,12,24,12
27808,6,6,12,6
27809,14,14,28,14
27810,11,11,22,11
27816,8,8,16,8
27817,7,7,14,7
27865,4,4,8,4
27870,2,2,4,2
27871,5,5,10,5
27876,1,1,2,1
27888,4,4,8,4
27892,4,4,8,4
27894,11,11,22,11
27906,1,1,2,1
27907,2,2,4,2
27918,9,9,18,9
27952,6,6,12,6
27953,7,7,14,7
27962,11,11,22,11
27964,6,6,12,6
27967,8,8,16,8
27969,7,7,14,7
27972,9,9,18,9
27978,13,13,26,13
27985,11,11,22,11
27989,11,11,22,11
27990,10,10,20,10
27991,10,10,20,10
27997,6,6,12,6
28000,4,4,8,4
28001,7,7,14,7
28005,8,8,16,8
28030,6,6,12,6
28034,8,8,16,8
28075,6,6,12,6
28611,10,10,20,10
28619,2,2,4,2
28621,5,5,10,5
28636,10,10,20,10
28638,9,9,18,9
28642,2,2,4,2
28677,8,8,16,8
28873,6,6,12,6
28901,7,7,14,7
28930,5,5,10,5
28933,1,1,2,1
29111,3,3,6,3
29197,7,7,14,7
29358,3,3,6,3
29615,8,8,16,8
29616,8,8,16,8
29617,8,8,16,8
29618,8,8,16,8
29619,7,7,14,7
29621,8,8,16,8
29625,2,2,4,2
29636,6,6,12,6
29695,8,8,16,8
29700,9,9,18,9
29704,8,8,16,8
29818,1,1,2,1
29882,7,7,14,7
29883,7,7,14,7
29885,8,8,16,8
29886,8,8,16,8
30088,5,5,10,5
30172,1,1,2,1
30184,6,6,12,6
30187,11,11,22,11
30193,5,5,10,5
30243,4,4,8,4
30244,4,4,8,4
30395,6,6,12,6
30438,4,4,8,4
30779,1,1,2,1
30919,5,5,10,5
31382,5,5,10,5
31385,5,5,10,5
31405,4,4,8,4
31472,7,7,14,7
31486,14,14,28,14
31487,16,16,32,16
31488,9,9,18,9
31493,10,10,20,10
31618,11,11,22,11
32237,8,8,16,8
32675,11,11,22,11
32676,6,6,12,6
32677,7,7,14,7
32693,10,10,20,10
32745,2,2,4,2
32747,3,3,6,3
32840,3,3,6,3
33056,1,1,2,1
33207,8,8,16,8
33983,3,3,6,3
34069,4,4,8,4
34464,5,5,10,5
34613,6,6,12,6
34817,2,2,4,2
35001,1,1,2,1
35263,4,4,8,4
35279,1,1,2,1
35283,5,5,10,5
35360,3,3,6,3
35546,3,3,6,3
35547,3,3,6,3
35642,5,5,10,5
35648,3,3,6,3
35649,6,6,12,6
35652,6,6,12,6
35653,6,6,12,6
35675,3,3,6,3
35732,3,3,6,3
35734,2,2,4,2
